pick_id,timestamp,prob,type,network,station,location,instrument_type,author,creation_time,event_start_time,event_end_time,detection_probability,snr,station_lat,station_lon,station_elv,file_name,id,event_idx,prob_gamma
20191224.195640.49-P-CM.URMC.00.HH,2019-12-24 19:56:40.498393,0.79,P,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:56:40.338393,2019-12-24 19:56:46.028393,0.87,27.0,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,0,1.965125602997957e-06
20191224.195644.42-S-CM.URMC.00.HH,2019-12-24 19:56:44.428393,0.62,S,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:56:40.338393,2019-12-24 19:56:46.028393,0.87,11.8,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,0,2.4283749093416853e-06
20191224.195655.86-P-CM.ORTC.00.HH,2019-12-24 19:56:55.868393,0.65,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:56:55.498393,2019-12-24 19:57:22.998393,0.96,11.9,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,0,8.232169860340049e-06
20191224.195657.64-P-CM.CHI.00.HH,2019-12-24 19:56:57.648394,0.54,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:56:57.348394,2019-12-24 19:57:22.168394,0.88,18.1,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,0,1.083986087858577e-05
20191224.195710.48-S-CM.CHI.00.HH,2019-12-24 19:57:10.488394,0.04,S,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:56:57.348394,2019-12-24 19:57:22.168394,0.88,2.7,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,0,7.70645104884309e-06
20191224.191035.99-P-CM.ORTC.00.HH,2019-12-24 19:10:35.998393,0.92,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:10:35.948393,2019-12-24 19:11:04.798393,0.99,2.5,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,1,1.965125602997957e-06
20191224.191038.10-P-CM.CHI.00.HH,2019-12-24 19:10:38.108394,0.46,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:10:37.918394,2019-12-24 19:11:03.618394,0.93,2.6,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,1,2.4283749093416853e-06
20191224.191055.92-S-CM.CHI.00.HH,2019-12-24 19:10:55.928394,0.18,S,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:10:37.918394,2019-12-24 19:11:03.618394,0.93,1.6,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,1,8.232169860340049e-06
20191224.191056.33-S-CM.ORTC.00.HH,2019-12-24 19:10:56.338393,0.54,S,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:10:35.948393,2019-12-24 19:11:04.798393,0.99,13.2,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,1,1.083986087858577e-05
20191224.191111.34-S-CM.URMC.00.HH,2019-12-24 19:11:11.348393,0.46,S,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:11:06.968393,2019-12-24 19:11:13.388393,0.89,18.0,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,1,7.70645104884309e-06
20191224.193210.98-P-CM.ORTC.00.HH,2019-12-24 19:32:10.988393,0.72,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:32:10.958393,2019-12-24 19:32:29.988393,0.3,12.1,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,2,1.965125602997957e-06
20191224.193216.08-P-CM.CHI.00.HH,2019-12-24 19:32:16.088394,0.1,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:32:11.998394,2019-12-24 19:32:37.278394,0.61,2.9,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,2,2.4283749093416853e-06
20191224.193222.13-P-CM.URMC.00.HH,2019-12-24 19:32:22.138393,0.49,P,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:32:21.958393,2019-12-24 19:32:28.438393,0.94,13.9,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,2,8.232169860340049e-06
20191224.193226.24-S-CM.ORTC.00.HH,2019-12-24 19:32:26.248393,0.06,S,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:32:10.958393,2019-12-24 19:32:29.988393,0.3,5.0,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,2,1.083986087858577e-05
20191224.193230.59-S-CM.CHI.00.HH,2019-12-24 19:32:30.598394,0.35,S,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:32:11.998394,2019-12-24 19:32:37.278394,0.61,2.9,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,2,7.70645104884309e-06
20191224.192527.94-P-CM.URMC.00.HH,2019-12-24 19:25:27.948393,0.78,P,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:25:27.828393,2019-12-24 19:25:33.848393,0.9,17.2,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,3,1.965125602997957e-06
20191224.192531.73-S-CM.URMC.00.HH,2019-12-24 19:25:31.738393,0.29,S,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:25:27.828393,2019-12-24 19:25:33.848393,0.9,17.1,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,3,2.4283749093416853e-06
20191224.192542.83-P-CM.ORTC.00.HH,2019-12-24 19:25:42.838393,0.72,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:25:42.748393,2019-12-24 19:26:04.598393,0.86,14.7,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,3,8.232169860340049e-06
20191224.192545.43-P-CM.CHI.00.HH,2019-12-24 19:25:45.438394,0.07,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:25:45.518394,2019-12-24 19:25:49.348394,0.11,6.7,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,3,1.083986087858577e-05
20191224.192558.24-S-CM.ORTC.00.HH,2019-12-24 19:25:58.248393,0.45,S,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:25:42.748393,2019-12-24 19:26:04.598393,0.86,6.8,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,3,7.70645104884309e-06
20191224.194322.63-P-CM.URMC.00.HH,2019-12-24 19:43:22.638393,0.7,P,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:43:22.508393,2019-12-24 19:43:28.308393,0.71,16.4,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,4,1.965125602997957e-06
20191224.194338.83-P-CM.ORTC.00.HH,2019-12-24 19:43:38.838393,0.23,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:43:38.108393,2019-12-24 19:44:06.718393,0.9,4.9,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,4,2.4283749093416853e-06
20191224.194340.75-P-CM.CHI.00.HH,2019-12-24 19:43:40.758394,0.36,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:43:39.978394,2019-12-24 19:44:06.828394,0.78,5.1,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,4,8.232169860340049e-06
20191224.194358.15-S-CM.ORTC.00.HH,2019-12-24 19:43:58.158393,0.28,S,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:43:38.108393,2019-12-24 19:44:06.718393,0.9,5.2,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,4,1.083986087858577e-05
20191224.194358.95-S-CM.CHI.00.HH,2019-12-24 19:43:58.958394,0.19,S,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:43:39.978394,2019-12-24 19:44:06.828394,0.78,3.5,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,4,7.70645104884309e-06
20191224.200952.91-P-CM.URMC.00.HH,2019-12-24 20:09:52.918393,0.52,P,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 20:09:52.768393,2019-12-24 20:09:58.778393,0.35,21.2,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,5,1.965125602997957e-06
20191224.200957.20-S-CM.URMC.00.HH,2019-12-24 20:09:57.208393,0.3,S,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 20:09:52.768393,2019-12-24 20:09:58.778393,0.35,8.3,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,5,2.4283749093416853e-06
20191224.201008.17-P-CM.ORTC.00.HH,2019-12-24 20:10:08.178393,0.52,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 20:10:07.938393,2019-12-24 20:10:30.318393,0.96,5.8,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,5,8.232169860340049e-06
20191224.201010.01-P-CM.CHI.00.HH,2019-12-24 20:10:10.018394,0.74,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 20:10:09.738394,2019-12-24 20:10:34.828394,0.93,6.5,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,5,1.083986087858577e-05
20191224.201023.77-S-CM.ORTC.00.HH,2019-12-24 20:10:23.778393,0.55,S,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 20:10:07.938393,2019-12-24 20:10:30.318393,0.96,5.3,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,5,7.70645104884309e-06
20191224.201027.24-S-CM.CHI.00.HH,2019-12-24 20:10:27.248394,0.17,S,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 20:10:09.738394,2019-12-24 20:10:34.828394,0.93,3.3,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,5,3.2489015124753175e-06
20191224.195851.63-P-CM.URMC.00.HH,2019-12-24 19:58:51.638393,0.84,P,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:58:51.558393,2019-12-24 19:58:57.538393,0.91,26.6,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,6,1.965125602997957e-06
20191224.195855.72-S-CM.URMC.00.HH,2019-12-24 19:58:55.728393,0.47,S,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:58:51.558393,2019-12-24 19:58:57.538393,0.91,15.6,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,6,2.4283749093416853e-06
20191224.195906.53-P-CM.ORTC.00.HH,2019-12-24 19:59:06.538393,0.73,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:59:06.398393,2019-12-24 19:59:28.248393,0.98,20.3,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,6,8.232169860340049e-06
20191224.195908.63-P-CM.CHI.00.HH,2019-12-24 19:59:08.638394,0.52,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:59:08.498394,2019-12-24 19:59:33.358394,0.94,19.3,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,6,1.083986087858577e-05
20191224.195921.83-S-CM.ORTC.00.HH,2019-12-24 19:59:21.838393,0.51,S,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:59:06.398393,2019-12-24 19:59:28.248393,0.98,8.7,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,6,7.70645104884309e-06
20191224.195926.26-S-CM.CHI.00.HH,2019-12-24 19:59:26.268394,0.18,S,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:59:08.498394,2019-12-24 19:59:33.358394,0.94,7.5,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,6,3.2489015124753175e-06
20191224.194956.20-P-CM.ORTC.00.HH,2019-12-24 19:49:56.208393,0.65,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:49:56.038393,2019-12-24 19:50:19.838393,0.74,7.5,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,7,1.965125602997957e-06
20191224.194958.39-P-CM.CHI.00.HH,2019-12-24 19:49:58.398394,0.61,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:49:58.158394,2019-12-24 19:50:23.708394,0.89,12.7,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,7,2.4283749093416853e-06
20191224.195010.68-S-CM.URMC.00.HH,2019-12-24 19:50:10.688393,0.67,S,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:50:07.058393,2019-12-24 19:50:12.308393,0.93,12.2,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,7,8.232169860340049e-06
20191224.195012.33-S-CM.ORTC.00.HH,2019-12-24 19:50:12.338393,0.19,S,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:49:56.038393,2019-12-24 19:50:19.838393,0.74,0.9,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,7,1.083986087858577e-05
20191224.195016.21-S-CM.CHI.00.HH,2019-12-24 19:50:16.218394,0.4,S,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:49:58.158394,2019-12-24 19:50:23.708394,0.89,5.1,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,7,7.70645104884309e-06
20191224.194815.19-P-CM.URMC.00.HH,2019-12-24 19:48:15.198393,0.34,P,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:48:13.378393,2019-12-24 19:48:20.828393,0.77,3.3,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,8,1.965125602997957e-06
20191224.194818.93-S-CM.URMC.00.HH,2019-12-24 19:48:18.938393,0.64,S,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:48:13.378393,2019-12-24 19:48:20.828393,0.77,14.9,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,8,2.4283749093416853e-06
20191224.194830.48-P-CM.ORTC.00.HH,2019-12-24 19:48:30.488393,0.68,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:48:30.298393,2019-12-24 19:48:52.308393,0.97,12.3,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,8,8.232169860340049e-06
20191224.194832.81-P-CM.CHI.00.HH,2019-12-24 19:48:32.818394,0.46,P,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 19:48:32.448394,2019-12-24 19:48:58.208394,0.92,10.1,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,8,1.083986087858577e-05
20191224.194845.86-S-CM.ORTC.00.HH,2019-12-24 19:48:45.868393,0.6,S,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:48:30.298393,2019-12-24 19:48:52.308393,0.97,6.1,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,8,7.70645104884309e-06
20191224.194850.79-S-CM.CHI.00.HH,2019-12-24 19:48:50.798394,0.24,S,CM,CHI,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 19:48:32.448394,2019-12-24 19:48:58.208394,0.92,5.2,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,8,3.2489015124753175e-06
20191224.200311.11-P-CM.URMC.00.HH,2019-12-24 20:03:11.118393,0.76,P,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 20:03:10.968393,2019-12-24 20:03:16.588393,0.6,23.6,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,9,1.965125602997957e-06
20191224.200315.02-S-CM.URMC.00.HH,2019-12-24 20:03:15.028393,0.49,S,CM,URMC,00,HH,EQTransformer,2023-01-18 10:13:58.564482,2019-12-24 20:03:10.968393,2019-12-24 20:03:16.588393,0.6,13.8,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,9,2.4283749093416853e-06
20191224.200326.36-P-CM.ORTC.00.HH,2019-12-24 20:03:26.368393,0.16,P,CM,ORTC,00,HH,EQTransformer,2023-01-18 10:13:58.487156,2019-12-24 20:03:25.908393,2019-12-24 20:03:51.248393,0.75,0.9,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,9,8.232169860340049e-06
